LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
b $2-5 million,BETHANY OF THE NORTHWEST,1902 120th Pl SE Ste 201,EVERETT,WA,98208,623110,Non-Profit Organization,,,,,413,4/14/2020,,
b $2-5 million,"BETHLEHEM CONSTRUCTION, INC.",5505 TITCHENAL RD,CASHMERE,WA,98815,236220,Subchapter S Corporation,,,,,100,4/28/2020,,
b $2-5 million,BIG HORNS ENTERPRISES LLC,2800 Northup Way,BELLEVUE,WA,98004,713940,Limited  Liability Company(LLC),,,,,302,4/10/2020,,
b $2-5 million,BISHOP BLANCHET HIGH SCHOOL,8200 Wallingford Ave N,SEATTLE,WA,98103,611110,Non-Profit Organization,,,,,125,5/3/2020,,
b $2-5 million,"BKCO, INC.",2211 Rimland Dr STE 124,BELLINGHAM,WA,98226,523910,Subchapter S Corporation,,,,,0,4/29/2020,,
b $2-5 million,"BLINK INTERACTIVE, INC.",1001 WESTERN AVE #600,SEATTLE,WA,98104,541519,Corporation,,,,,,4/11/2020,,
b $2-5 million,BLUE BIRD INC,10135 Mill RD,PESHASTIN,WA,98847,424480,Corporation,,,,,478,6/17/2020,,
b $2-5 million,BLYTHE MECHANICAL INC,2201 HUMBOLDT ST,BELLINGHAM,WA,98225,238220,Corporation,,,,,91,4/10/2020,,
b $2-5 million,BOB'S HEATING & AIR CONDITIONING LLC,14148 NE 190th St,WOODINVILLE,WA,98072,238220,Limited  Liability Company(LLC),,,,,0,4/7/2020,,
b $2-5 million,"BORNSTEIN SEAFOODS, INC.",1001 HILTON AVE,BELLINGHAM,WA,98225,311710,Subchapter S Corporation,,,,,410,4/7/2020,,
b $2-5 million,BOUTEN CONSTRUCTION COMPANY,627 N Napa St,SPOKANE,WA,99220,236220,Corporation,,,,,0,4/7/2020,,
b $2-5 million,BOYS & GIRLS CLUBS OF KING COUNTY,603 Stewart St. Ste. 300,SEATTLE,WA,98117,624110,Non-Profit Organization,,,,,350,4/15/2020,,
b $2-5 million,"BRIGHTON JONES, LLC",2030 1st Avenue,SEATTLE,WA,98121,523999,Limited  Liability Company(LLC),,,,,165,4/13/2020,,
b $2-5 million,"BRISTOL BAY ALASKA SEAFOODS, LLC",641 W Ewing Street,SEATTLE,WA,98119,114111,Limited  Liability Company(LLC),,,,,340,4/15/2020,,
b $2-5 million,BROWN & HALEY,PO Box 1596,TACOMA,WA,98401,311340,Corporation,,,,,221,4/12/2020,,
b $2-5 million,BRUSCO BOOMING & DREDGING C,PO BOX 1576,LONGVIEW,WA,98632,483111,Corporation,,,,,0,4/15/2020,,
b $2-5 million,BUSINESS INTERIORS NORTHWEST INC.,909 A ST Ste 100,TACOMA,WA,98402,423210,Corporation,,,,,,4/15/2020,,
b $2-5 million,C&AMP;C COMMUNICATIONS LLC,33650 6th Ave S Ste 220,FEDERAL WAY,WA,98003,517210,Corporation,,,,,370,5/3/2020,,
b $2-5 million,CADWELL INDUSTRIES INC,909 N Kellogg St,KENNEWICK,WA,99336,334510,Corporation,,,,,175,4/11/2020,,
b $2-5 million,CALLISONS,2400 CALLISON ROAD NE,LACEY,WA,98516,325998,Corporation,,,,,,5/3/2020,,
b $2-5 million,CAMPBELL & BRUCE REFRIG. SVCS,2828 W Irving St,PASCO,WA,99301,238220,Partnership,,,,,188,4/13/2020,,
b $2-5 million,CANCER CARE NORTHWEST CENTERS PS,N Vercler Road,SPOKANE VALLEY,WA,99216,621111,Subchapter S Corporation,,,,,0,4/6/2020,,
b $2-5 million,"CANNON CONSTRUCTION, INC",406 PORTER WAY,MILTON,WA,98354,238210,Corporation,,,,,,4/28/2020,,
b $2-5 million,"CAR WASH ENTERPRISES, INC.",3977 Leary Way NW,SEATTLE,WA,98107,811111,Corporation,,,,,350,4/12/2020,,
b $2-5 million,"CARD KINGDOM, INC",220 W. Mercer Street Suite 500,SEATTLE,WA,98119,454110,Corporation,,,,,250,4/6/2020,,
b $2-5 million,CARPE DIEM PIZZA INC,2600 NW RANDALL WAY STE 117,SILVERDALE,WA,98383,445110,Corporation,,,,,500,5/1/2020,,
b $2-5 million,CARTER MOTORS INC,5202 Leary Ave,SEATTLE,WA,98107,441110,Subchapter S Corporation,,,,,287,4/10/2020,,
b $2-5 million,"CASCADE DESIGNS, INC.",4000 1st Avenue South 0.0,SEATTLE,WA,98134,339920,Corporation,,,,,200,4/9/2020,,
b $2-5 million,"CASCADE EYE & SKIN CENTERS, P.C.",5225 CIRQUE DR W #105,UNIVERSITY PLACE,WA,98467,621111,Subchapter S Corporation,,,,,0,4/8/2020,,
b $2-5 million,CASCADE GASKET AND MANUFACTURING CO INC,1820 W Valley Hwy N,AUBURN,WA,98001,339991,Subchapter S Corporation,,,,,,4/10/2020,,
b $2-5 million,"CASCADE HARDWOOD, LLC",158 Ribelin Road PO Box 269 0.0,CHEHALIS,WA,98532,423310,Limited  Liability Company(LLC),,,,,100,4/9/2020,,
b $2-5 million,"CASCADE WEST TITLE COMPANY, LLC",11201 SE   8TH ST,BELLEVUE,WA,98004,524127,Limited  Liability Company(LLC),,,,,154,4/8/2020,,
b $2-5 million,"CASCADIAN BUILDING MAINTENANCE, LTD.",1331 118TH AVE SE Suite 100,BELLEVUE,WA,98005,811490,Corporation,,,,,250,4/4/2020,,
b $2-5 million,CATHOLIC CHARITIES OF SPOKANE,12 E 5TH AVE,SPOKANE,WA,99202,813110,Non-Profit Organization,,,,,,4/7/2020,,
b $2-5 million,CATHOLIC CHARITIES OF THE DIOCESE OF YAKIMA,5301 TIETON DR STE C,YAKIMA,WA,98908,813110,Non-Profit Organization,,,,,,4/12/2020,,
b $2-5 million,CELLNETIX LABS LLC,1124 Columbia St,SEATTLE,WA,98104,621511,Limited  Liability Company(LLC),,,,,274,4/27/2020,,
b $2-5 million,"CELLNETIX PATHOLOGY, PLLC",1124 Columbia St. Suite 200,SEATTLE,WA,98104,621511,Limited  Liability Company(LLC),,,,,83,4/28/2020,,
b $2-5 million,"CERIUM NETWORKS, INC",1636 W  1ST AVE,SPOKANE,WA,99201,517311,Subchapter S Corporation,,,,,0,4/6/2020,,
b $2-5 million,CHARLES WRIGHT ACADEMY,7723 CHAMBERS CREEK RD W,UNIVERSITY PLACE,WA,98467,611110,Non-Profit Organization,,,,,0,4/27/2020,,
b $2-5 million,"CHARTER CONSTRUCTION, INC.",980 S HARNEY ST,SEATTLE,WA,98108,236220,Cooperative,,,,,203,4/5/2020,,
b $2-5 million,CHELAN COUNTY PUBLIC HOSPITAL DISTRICT #1,817 Commercial St,LEAVENWORTH,WA,98826,622110,Non-Profit Organization,,,,,169,4/14/2020,,
b $2-5 million,CHILDREN'S HOME SOCIETY OF WASHINGTON,12360 Lake City Way NE Ste 450,SEATTLE,WA,98125,624110,Non-Profit Organization,,,,,272,4/27/2020,,
b $2-5 million,CITY BEVERAGES LLC,1101 N. Levee Road 0.0,PUYALLUP,WA,98371,424810,Limited  Liability Company(LLC),,,,,235,4/9/2020,,
b $2-5 million,CITY UNIVERSITY OF SEATTLE,521 Wall Street,SEATTLE,WA,98121,611310,Non-Profit Organization,,,,,461,4/14/2020,,
b $2-5 million,"CLARK NUBER, PS",10900 NE 4th Street,BELLEVUE,WA,98004,541211,Corporation,,,,,186,4/15/2020,,
b $2-5 million,CODYCREW INC.,3100 MAIN ST,VANCOUVER,WA,98663,561311,Subchapter S Corporation,,,,,,4/27/2020,,
b $2-5 million,"COLUMBIA ANESTHESIA GROUP, P.S.",505 NE 87th Avenue,VANCOUVER,WA,98664,621111,Corporation,,,,,93,4/15/2020,,
b $2-5 million,COLUMBIA BASIN HEALTH ASSOCIATION,1515 E Columbia Street,OTHELLO,WA,99344,621111,Non-Profit Organization,,,,,373,4/28/2020,,
b $2-5 million,"COLUMBIA BASIN PIZZA HUT, INC.",1221 Harbour Reach Dr. #200,MUKILTEO,WA,98275,722513,Subchapter S Corporation,,,,,500,4/13/2020,,
b $2-5 million,COLUMBIA HOSPITALITY,2200 ALASKAN WAY,SEATTLE,WA,98121,721110,Corporation,,,,,145,4/13/2020,,
b $2-5 million,"COLUMBIA PULP I, LLC",115 East Main St,DAYTON,WA,99328,322110,Limited  Liability Company(LLC),,,,,104,4/15/2020,,
b $2-5 million,COLUMBIA RIVER MENTAL HEALTH SERVICES,6926 NE FOURTH PLAIN BLVD,VANCOUVER,WA,98661,621420,Corporation,,,,,207,4/9/2020,,
b $2-5 million,COLUMBIA SURGICAL SPECIALISTS PS,217 W CATALDO AVE,SPOKANE,WA,99201,621111,Corporation,,,,,0,4/6/2020,,
b $2-5 million,COLUMBIA VALLEY COMMUNITY HEALTH,"600 Orondo Avenue, Suite 1",WENATCHEE,WA,98801,621498,Non-Profit Organization,,,,,0,4/28/2020,,
b $2-5 million,COLUMBIA WELLNESS,921 14TH AVE,LONGVIEW,WA,98632,624190,Corporation,,,,,,4/27/2020,,
b $2-5 million,COLVILLE GAMING LLC,729 Jackson Street,OMAK,WA,98841,721120,Limited  Liability Company(LLC),,,,,439,5/3/2020,,
b $2-5 million,"COMMENCEMENT BAY CORRUGATED, INC.",13414 142nd Ave E,ORTING,WA,98360,322211,Corporation,,,,,167,4/11/2020,,
b $2-5 million,COMMUNITY HOME HEALTH & HOSPICE,1035 11th AVE,LONGVIEW,WA,98632,621999,Non-Profit Organization,,,,,0,4/13/2020,,
b $2-5 million,COMPASS HOLDINGS INC,11332 NE 122nd Way,KIRKLAND,WA,98034,111332,Corporation,,,,,142,4/4/2020,,
b $2-5 million,COMPOUND PHOTONICS US CORPORATION,805 BROADWAY STREET SUITE 300,VANCOUVER,WA,98660,334516,Corporation,,,,,,5/3/2020,,
b $2-5 million,COMPREHENSIVE MENTAL HEALTH CENTER OF TACOMA PIERCE COUNTY,1305 Tacoma Ave S,TACOMA,WA,98402,621420,Corporation,,,,,,4/27/2020,,
b $2-5 million,"CONCENTRIC GROUP, INC.",5150 Carillon Point 0.0,KIRKLAND,WA,98033,541690,Corporation,,,,,15,4/13/2020,,
b $2-5 million,CONCORDIS LLC,1500 Westlake Ave N Suite 212,SEATTLE,WA,98109,561320,Subchapter S Corporation,,,,,0,4/7/2020,,
b $2-5 million,CONCRETE TECHNOLOGY CORPORATION,1123 Port of Tacoma Rd,TACOMA,WA,98421,327390,Corporation,,,,,208,4/12/2020,,
b $2-5 million,CONGDON ORCHARDS INC,1117 S 64TH AVE,YAKIMA,WA,98908,111331,Corporation,,,,,,4/14/2020,,
b $2-5 million,"CONTINUANT, INC.",5050 20TH ST E,FIFE,WA,98424,518210,Corporation,,,,,0,4/11/2020,,
b $2-5 million,CONVOY SUPPLY INC,3919 N Sullivan Rd,SPOKANE,WA,99216,423310,Corporation,,,,,185,4/30/2020,,
b $2-5 million,"COPIERS NORTHWEST, INC.",601 Dexter AVE N,SEATTLE,WA,98109,532420,Subchapter S Corporation,,,,,203,4/27/2020,,
b $2-5 million,CORE HEALTH & FITNESS LLC,4400 NE  77TH AVE Ste 300,VANCOUVER,WA,98662,423910,Limited  Liability Company(LLC),,,,,322,4/13/2020,,
b $2-5 million,"CORE SCIENTIFIC, INC.",2800 NORTHUP WAY Suite 220,BELLEVUE,WA,98004,518210,Corporation,,,,,92,4/4/2020,,
b $2-5 million,CORLISS RESOURCES INC,3106 SUMNER TAPPS HWY E STE A,LAKE TAPPS,WA,98391,238330,Corporation,,,,,221,4/15/2020,,
b $2-5 million,"CORNERSTONE GENERAL CONTRACTORS, INC.",11805 N Creek Parkway South #115,BOTHELL,WA,98011,236220,Corporation,,,,,90,4/28/2020,,
b $2-5 million,CORNISH COLLEGE OF THE ARTS,1000 Lenora Street,SEATTLE,WA,98121,611610,Non-Profit Organization,,,,,183,4/10/2020,,
b $2-5 million,"CORONA STEEL, INC.",3015 106th St S,LAKEWOOD,WA,98499,238120,Corporation,,,,,70,4/10/2020,,
b $2-5 million,CORPORATION OF THE CATHOLIC ARCHBISHOP OF SEATTLE,710 9TH AVE,SEATTLE,WA,98104,813110,Non-Profit Organization,,,,,211,4/15/2020,,
b $2-5 million,CORWIN BEVERAGE CO,219 S Timm Rd,RIDGEFIELD,WA,98642,312111,Subchapter S Corporation,,,,,155,4/15/2020,,
b $2-5 million,COUGHLIN PORTER LUNDEEN INC.,"801 Second Ave, Suite 900",SEATTLE,WA,98104,541330,Corporation,,,,,0,4/6/2020,,
b $2-5 million,COUNTRY DOCTOR COMMUNITY CLINIC,2101 E Yesler Way #201,SEATTLE,WA,98122,923120,Non-Profit Organization,,,,,261,4/27/2020,,
b $2-5 million,"COVESTIC, INC.",555 Lakeview Drive Suite 100,KIRKLAND,WA,98033,541512,Subchapter S Corporation,,,,,,4/28/2020,,
b $2-5 million,COWLES PUBLISHING COMPANY,999 W RIVERSIDE AVE,SPOKANE,WA,99201,511110,Sole Proprietorship,,,,,0,4/27/2020,,
b $2-5 million,"CREO INDUSTRIAL ARTS, LLC",8329 216TH ST SE,WOODINVILLE,WA,98072,339950,Limited  Liability Company(LLC),,,,,0,4/9/2020,,
b $2-5 million,CRH MEDICAL CORPORATION,"1100 Bellevue Way NE, Suite 8A #188 0.0",BELLEVUE,WA,98004,621111,Corporation,,,,,124,4/15/2020,,
b $2-5 million,"CRITICAL INFORMATICS, INC",245 4TH ST #205,BREMERTON,WA,98337,541611,Corporation,,,,,77,4/13/2020,,
b $2-5 million,CTS TECHNICAL SERVICES INC,11100 NE 8TH ST STE 800,BELLEVUE,WA,98004,561320,Corporation,,,,,,4/11/2020,,
b $2-5 million,DAKOTA CREEK INDUSTRIES INC,820 4th St,ANACORTES,WA,98221,336611,Corporation,,,,,,4/30/2020,,
b $2-5 million,DAVENPORT HOTEL OPCO LLC,10 S POST ST,SPOKANE,WA,99201,721110,Limited  Liability Company(LLC),,,,,0,4/8/2020,,
b $2-5 million,"DAWSON CONSTRUCTION, LLC","405 32nd Street, Suite 110",BELLINGHAM,WA,98225,236220,Limited  Liability Company(LLC),,,,,154,4/4/2020,,
b $2-5 million,DEALERS AUTO AUCTION OF SPOKAN,2215 S HAYFORD RD,SPOKANE,WA,99224,423110,Corporation,,,,,0,4/27/2020,,
b $2-5 million,DEAN VISTNESS MD INC,2692 NE 49th St,SEATTLE,WA,98105,621399,Corporation,,,,,143,4/5/2020,,
b $2-5 million,"DELHUR INDUSTRIES, INC.",1933 Jadwin Ave Ste 110,RICHLAND,WA,99354,237990,Corporation,,,,,,4/8/2020,,
b $2-5 million,DELTA MARINE INDUSTRIES INC.,1608 S 96th St,SEATTLE,WA,98108,336612,Corporation,,,,,219,4/13/2020,,
b $2-5 million,"DELTA TECHNOLOGY, INC.",1223 VALENTINE AVE SE,PACIFIC,WA,98047,238220,Corporation,,,,,0,4/13/2020,,
b $2-5 million,DIAMOND PARKING INC.,605 1st Ave,SEATTLE,WA,98104,812930,Subchapter S Corporation,,,,,303,4/10/2020,,
b $2-5 million,DICK'S DRIVE-INS LTD LP,4426 2nd Ave NE,SEATTLE,WA,98105,722513,Limited Liability Partnership,,,,,300,5/3/2020,,
b $2-5 million,DIRECT CONNECT GROUP (DCG) LLC,"4401 east Marginal Way, S",SEATTLE,WA,98134,323111,Limited  Liability Company(LLC),,,,,330,4/11/2020,,
b $2-5 million,"DJ'S ELECTRICAL, INC.",25411 NE 154th Ave,BATTLE GROUND,WA,98604,238210,Corporation,,,,,,4/28/2020,,
b $2-5 million,"DLARK, INC.",PO BOX 70644,SEATTLE,WA,98127,722513,Subchapter S Corporation,,,,,,4/15/2020,,
b $2-5 million,"DOMAINTOOLS, LLC",2101 4th Ave Suite 1150,SEATTLE,WA,98121,519130,Limited  Liability Company(LLC),,,,,87,4/12/2020,,
b $2-5 million,"DONALD B. MURPHY CONTRACTORS, INC.",1220 S 356TH ST,FEDERAL WAY,WA,98003,237110,Corporation,,,,,0,4/15/2020,,
b $2-5 million,DORIAN STUDIO INC,4212 W Sunset Blvd,SPOKANE,WA,99224,541921,Corporation,,,,,0,4/7/2020,,
b $2-5 million,"DOUGLAS, GRANT, LINCOLN & OKANOGAN COUNTIES PUBLIC HOSPITAL DISTRICT #6",411 Fortuyn Road,GRAND COULEE,WA,99133,622110,Non-Profit Organization,,,,,229,4/9/2020,,
b $2-5 million,"DOWBUILT, INC.",4001 Aurora Avenue North,SEATTLE,WA,98103,236117,Subchapter S Corporation,,,,,258,4/8/2020,,
b $2-5 million,DTG ENTERPRISES INC,16504 9TH AVE SE,MILL CREEK,WA,98012,562111,Subchapter S Corporation,,,,,249,4/4/2020,,
b $2-5 million,DUNLAP TOWING COMPANY,617 N First Street,LA CONNER,WA,98257,483211,Corporation,,,,,0,4/10/2020,,
b $2-5 million,"DUNN LUMBER CO, INC.",3801 Latona Ave NE,SEATTLE,WA,98105,444190,Subchapter S Corporation,,,,,200,4/11/2020,,
b $2-5 million,"E3 CO, LP",814 2ND AVE STE 300,SEATTLE,WA,98104,722511,Partnership,,,,,0,4/6/2020,,
b $2-5 million,EAGLE GROUP SYSTEMS INC,230 GRANT RD Suite A-1,EAST WENATCHEE,WA,98802,551112,Corporation,,,,,154,4/5/2020,,
b $2-5 million,EASTSIDE CATHOLIC SCHOOL,232 228th Ave SE,SAMMAMISH,WA,98074,611110,Corporation,,,,,187,4/10/2020,,
b $2-5 million,"ECLIPSE MANAGEMENT, LLC",11831 Beverly Park Rd Bldg A,EVERETT,WA,98204,335999,Corporation,,,,,213,4/13/2020,,
b $2-5 million,ELCON CORPORATION,58201 23rd Dr W.,EVERETT,WA,98203,238210,Corporation,,,,,129,4/13/2020,,
b $2-5 million,"ELECTRIC MIRROR, LLC","6101 Associated Blvd., Suite 101",EVERETT,WA,98203,335129,Limited  Liability Company(LLC),,,,,200,4/9/2020,,
b $2-5 million,ELTEC SYSTEMS LLC,2025 1st Ave Ste 790,SEATTLE,WA,98121,811310,Limited  Liability Company(LLC),,,,,103,4/15/2020,,
b $2-5 million,ELWOOD INVESTMENTS L.L.C.,7858 Green Lake Dr N,SEATTLE,WA,98103,722511,Limited  Liability Company(LLC),,,,,,4/29/2020,,
b $2-5 million,ELYON INTERNATIONAL,1111 MAIN ST. SUITE 405,VANCOUVER,WA,98660,541512,Corporation,,,,,,5/3/2020,,
b $2-5 million,EMERALD AIRE INC,5108 D ST NW,AUBURN,WA,98001,238220,Corporation,,,,,,4/27/2020,,
b $2-5 million,ENDOGASTRIC SOLUTION,18109 NE 76TH ST STE 100,REDMOND,WA,98052,541715,Corporation,,,,,79,4/29/2020,,
b $2-5 million,"ENVIROISSUES, INC.","101 Stewart St, Suite 1200",SEATTLE,WA,98101,541620,Corporation,,,,,0,4/30/2020,,
b $2-5 million,ES RESTAURANT GROUP INC,2622 NW MARKET ST #A,SEATTLE,WA,98107,722511,Corporation,,,,,250,4/4/2020,,
b $2-5 million,"ETAILZ, INC.","2818 N Sullivan Road, Suite #130",SPOKANE,WA,99216,541613,Corporation,,,,,157,4/9/2020,,
b $2-5 million,EVERGREEN FIRE ALARMS LLC,2111 S  90TH ST,TACOMA,WA,98444,561621,Limited  Liability Company(LLC),,,,,,4/28/2020,,
b $2-5 million,EVERGREEN POWER SYSTEMS INC,3623 E Marginal Way S,SEATTLE,WA,98134,238210,Subchapter S Corporation,,,,,124,4/27/2020,,
b $2-5 million,EVERGREEN TREATMENT SERVICES,1700 AIRPORT WAY S,SEATTLE,WA,98134,621498,Non-Profit Organization,,,,,255,5/3/2020,,
b $2-5 million,"EVOLUCION INNOVATIONS, INC",401 N 36TH STE 200,SEATTLE,WA,98103,451110,Corporation,,,,,274,4/15/2020,,
b $2-5 million,"EXXEL PACIFIC, INC. EMPLOYEE STOCK OWNERSHIP PLAN",323 Telegraph Road,BELLINGHAM,WA,98226,236220,Employee Stock Ownership Plan(ESOP),,,,,200,4/5/2020,,
b $2-5 million,FAMILY HEALTH CENTERS,716 1ST AVE,OKANOGAN,WA,98840,621498,Non-Profit Organization,,,,,0,4/7/2020,,
b $2-5 million,"FARBANK ENTERPRISES, INC",8500 E Day Road,BAINBRIDGE ISLAND,WA,98110,339920,Corporation,,,,,,4/16/2020,,
b $2-5 million,FARESTART,700 Virginia Street,SEATTLE,WA,98101,624190,Professional Association,,,,,204,4/15/2020,,
b $2-5 million,"FAWCETT PAINTING, INC.",8260 S 192nd St,KENT,WA,98032,238320,Subchapter S Corporation,,,,,111,4/29/2020,,
b $2-5 million,FIRSTLINE SYSTEMS INC,13621 NE 126th Pl #450,KIRKLAND,WA,98034,238310,Subchapter S Corporation,,,,,150,4/15/2020,,
b $2-5 million,"FISHER CONSTRUCTION GROUP, INC.",625 Fisher Lane,BURLINGTON,WA,98233,236210,Corporation,,,,,227,4/10/2020,,
b $2-5 million,"FISHERMEN'S FINEST, INC.","570 Kirkland Way, Suite 200",KIRKLAND,WA,98033,114111,Subchapter S Corporation,,,,,133,4/15/2020,,
b $2-5 million,FLOFORM COUNTERTOPS LLC,22445 76TH AVE S,KENT,WA,98032,238990,Limited  Liability Company(LLC),,,,,249,4/9/2020,,
b $2-5 million,FLUID MOTION LLC,17300 Tye Street SE,MONROE,WA,98272,336612,Limited  Liability Company(LLC),,,,,286,4/27/2020,,
b $2-5 million,"FLYHOMES,  INC.",1201 Western Ave Ste 100,SEATTLE,WA,98101,531210,Corporation,,,,,0,4/27/2020,,
b $2-5 million,FORMA CONSTRUCTION COMPANY,2823 29th ave SW,OLYMPIA,WA,98512,236220,Subchapter S Corporation,,,,,0,4/8/2020,,
b $2-5 million,FOSS HOME AND VILLAGE,13023 GREENWOOD AVE N,SEATTLE,WA,98133,623110,Non-Profit Organization,,,,,0,4/8/2020,,
b $2-5 million,"FOUNDATION SPECIALISTS, LLC","11012 CANYON RD EAST, SUITE 8-390",PUYALLUP,WA,98373,238110,Partnership,,,,,171,4/14/2020,,
b $2-5 million,"FOUR OUR FAMILIES, INC.",PO Box 8087,TACOMA,WA,98419,722511,Subchapter S Corporation,,,,,345,4/14/2020,,
b $2-5 million,"FOWLER GENERAL CONSTRUCTION, INC.",2161 HENDERSON LOOP,RICHLAND,WA,99354,236115,Corporation,,,,,175,4/5/2020,,
b $2-5 million,"FREEWAY MOTORS, INC",4724 Roosevelt Way NE,SEATTLE,WA,98105,441110,Corporation,,,,,216,4/28/2020,,
b $2-5 million,FRIENDS OF YOUTH,13116 NE 132nd St,KIRKLAND,WA,98034,624221,Non-Profit Organization,,,,,245,4/27/2020,,
b $2-5 million,FRONTIER DOOR & CABINET INC.,11723 Steel Street South,TACOMA,WA,98444,321911,Corporation,,,,,,4/11/2020,,
b $2-5 million,G&J UNLIMITED LLC,110 South 4th Avenue,YAKIMA,WA,98902,722513,Limited  Liability Company(LLC),,,,,,4/15/2020,,
b $2-5 million,"G.K. KNUTSON, INC.",2232 Pacific St,BELLINGHAM,WA,98229,238310,Subchapter S Corporation,,,,,108,4/28/2020,,
b $2-5 million,GAMUS LLC,2822 119TH ST SW Ste B,EVERETT,WA,98204,423920,Corporation,,,,,,4/15/2020,,
b $2-5 million,"GASLLC, LLC",2200 Alaskan Way Ste 420,SEATTLE,WA,98121,311710,Limited  Liability Company(LLC),,,,,168,4/29/2020,,
b $2-5 million,"GEE AUTOMOTIVE LIBERTY LAKE, LLC",21502 E George Gee Ave,LIBERTY LAKE,WA,99019,441120,Limited  Liability Company(LLC),,,,,0,4/8/2020,,
b $2-5 million,"GENCARE, INC",401 2nd Ave. S Suite 270,SEATTLE,WA,98104,621399,Subchapter S Corporation,,,,,255,4/28/2020,,
b $2-5 million,GENERAL MECHANICAL INC,2316 S State St,TACOMA,WA,98405,492210,Subchapter S Corporation,,,,,,4/28/2020,,
b $2-5 million,GENERAL PLASTICS MANUFACTURING COMPANY,4910 BURLINGTON WAY,TACOMA,WA,98409,325211,Corporation,,,,,0,4/11/2020,,
b $2-5 million,"GENTLE DENTAL OF OREGON, P.C.",7725 NE Highway 99 Suite A,VANCOUVER,WA,98665,621210,Corporation,,,,,110,4/27/2020,,
b $2-5 million,"GGLO ARCHITECTURE, INTERIOR DESIGN, LANDSCAPE ARCHITECTURE, PLANNING AND URBAN D","1301 First Ave, Suite 301",SEATTLE,WA,98101,541310,Limited  Liability Company(LLC),,,,,125,4/11/2020,,
b $2-5 million,"GIRARD WOOD PRODUCTS, INC.",802 EAST MAIN,PUYALLUP,WA,98372,321920,Subchapter S Corporation,,,,,0,4/13/2020,,
b $2-5 million,GIRL SCOUTS OF WESTERN WASHINGTON,5601 6th Ave S,SEATTLE,WA,98108,813410,Non-Profit Organization,,,,,160,4/10/2020,,
b $2-5 million,GLOBE MACHINE MANUFACTURING COMPANY,701 E D St,TACOMA,WA,98421,333243,Corporation,,,,,94,5/3/2020,,
b $2-5 million,GOLDEN SPIKE RESTAURANTS LLC,18815 139th Ave NE Suite C,WOODINVILLE,WA,98072,722513,Limited  Liability Company(LLC),,,,,500,4/9/2020,,
b $2-5 million,"GOLDFINCH BROTHERS, INC.",2812 RUCKER AVE,EVERETT,WA,98201,423310,Corporation,,,,,129,4/4/2020,,
b $2-5 million,GOMEZ NORTHWEST INC,9700 Harbour Place Suite 219,MUKILTEO,WA,98275,722513,Subchapter S Corporation,,,,,394,4/7/2020,,
b $2-5 million,GOODWILL INDUSTRIES OF THE COLUMBIA,815 N KELLOGG ST Ste A,KENNEWICK,WA,99336,813410,Non-Profit Organization,,,,,386,4/13/2020,,
b $2-5 million,GRAND CENTRAL BAKERY INC,21 S Nevada St,SEATTLE,WA,98134,424490,Corporation,,,,,457,5/3/2020,,
b $2-5 million,GRANGE INSURANCE ASSOCIATION,98121,SEATTLE,WA,98121,524126,Corporation,,,,,203,4/11/2020,,
b $2-5 million,"GRAVITY PAYMENTS, INC.","5601 22nd Ave NW, Suite 200",SEATTLE,WA,98107,813920,Corporation,,,,,197,4/11/2020,,
b $2-5 million,"GRAYHAWK CONSTRUCTION CO., INC",9606 NE 180TH ST,BOTHELL,WA,98011,238910,Subchapter S Corporation,,,,,,4/28/2020,,
b $2-5 million,GRAYS HARBOR COUNTY PUBLIC HOSPITAL DISTRICT #1,600 E. MAIN ST,ELMA,WA,98541,622110,Non-Profit Organization,,,,,,4/14/2020,,
b $2-5 million,"GREEN ACRE FARMS, INC.",6970 FORT RD,WAPATO,WA,98951,111998,Subchapter S Corporation,,,,,310,4/29/2020,,
b $2-5 million,"GUARDIAN SECURITY SYSTEMS, INC.",1743 First Avenue South,SEATTLE,WA,98134,561621,Subchapter S Corporation,,,,,160,4/15/2020,,
b $2-5 million,"H10 SEATTLE, LLC",2401 Fourth Ave Ste 480,SEATTLE,WA,98121,541990,Limited  Liability Company(LLC),,,,,266,4/27/2020,,
b $2-5 million,"HANSEN ADMINISTRATIVE SERVICES, INC.",P.O. BOX 9755,YAKIMA,WA,98909,541611,Corporation,,,,,261,4/14/2020,,
b $2-5 million,HAPPY GUESTS INTERNATIONAL INC,1936 HARBOR AVE SW,SEATTLE,WA,98126,722511,Corporation,,,,,266,4/15/2020,,
b $2-5 million,HARBOR FOODSERVICE OF SEATTLE LLC,18430 East Valley Hwy 0.0,KENT,WA,98032,424490,Limited  Liability Company(LLC),,,,,208,4/8/2020,,
b $2-5 million,HARDEL MUTUAL PLYWOOD CORPORATION,143 Maurin Rd,CHEHALIS,WA,98532,321212,Corporation,,,,,260,4/28/2020,,
b $2-5 million,"HARGIS ENGINEERS, INC.","1201 Third Ave., Suite 600",SEATTLE,WA,98101,541330,Corporation,,,,,174,4/28/2020,,
b $2-5 million,"HARLEN'S DRYWALL CO., INC.",14615 NE 13th Circle Suite A 10,VANCOUVER,WA,98685,238310,Corporation,,,,,127,4/11/2020,,
b $2-5 million,HARRIS GROUP HOLDINGS INC,2601 4TH AVE STE 400,SEATTLE,WA,98121,541330,Corporation,,,,,,4/13/2020,,
